,W43_M1,W43_M1adj,W27_M1,W27_M1adj,W28_M1,W28_M1adj,W26_M1,W26_M1adj,W31_M1,W31_M1adj,W42_M1,W42_M1adj,W24_M1.1,W24_M1adj.1,W25_M1.2,W25_M1adj.2,W23_M1,W23_M1adj,W22_M1,W22_M1adj,W41_M1,W41_M1adj,W39_M1,W39_M1adj,W39_M2,W39_M2adj,W50_M1,W50_M1adj,W50_M2,W50_M2adj,W34_M1,W34_M1adj,W45_M1,W45_M1adj,W49_M1,W49_M1adj,W35_M1,W35_M1adj,W35_M2,W35_M2adj,W36_M1,W36_M1adj,W47_M1,W47_M1adj,W32_M1,W32_M1adj,W32_M2,W32_M2adj,W33_M1,W33_M1adj,W46_M1,W46_M1adj,W29_M1,W29_M1adj,W30_M1,W30_M1adj,W44_M1,W44_M1adj,W44_M2,W44_M2adj,W30_M2,W30_M2adj,W25_M2,W25_M2adj,W48_M1,W48_M1adj,W41_M2,W41_M2adj,W47_M2,W47_M2adj,W31_M2,W31_M2adj
512,,,,,,,6.88,,,,,,,,,,3274.819,3274.819,6.88,,13.76,,,,213.276,213.276,13.76,,,,6.88,,48.159,48.159,6.88,,,,6.88,,6.88,,,,,,123.838,123.838,20.64,,6.88,,13.76,,,,233.916,233.916,,,,,,,,,6.88,,6.88,,82.558,82.558
513,,,,,,,6.88,,,,,,,,,,192.636,192.636,20.64,,6.88,,,,48.159,48.159,20.64,,,,6.88,,6.88,,6.88,,,,13.76,,20.64,,,,,,123.838,123.838,13.76,,213.276,213.276,13.76,,,,6.88,,,,,,,,,,27.519,,13.76,,20.64,
514,,,,,,,6.88,,,,,,,,,,20.64,,6.88,,13.76,,,,1087.02,1087.02,27.519,,,,61.919,61.919,55.039,55.039,6.88,,,,13.76,,20.64,,,,,,123.838,123.838,6.88,,20.64,,6.88,,,,6.88,,,,,,,,,,6.88,,55.039,55.039,6.88,
515,,,,,,,13.76,,,,,,,,,,13.76,,27.519,,6.88,,,,89.438,89.438,6.88,,,,13.76,,6.88,,27.519,,,,48.159,48.159,27.519,,,,,,2229.078,2229.078,20.64,,6.88,,89.438,89.438,,,20.64,,,,,,,,,,6.88,,6.88,,6.88,
516,,,,,,,,,,,,,,,,,13.76,,13.76,,13.76,,,,27.519,,13.76,,,,309.594,309.594,137.597,137.597,6.88,,,,6.88,,302.714,302.714,,,,,557.27,557.27,12273.69,12273.69,55.039,55.039,6.88,,,,41.279,41.279,,,,,,,,,6.88,,6.88,,6.88,
517,,,,,,,,,,,,,,,,,55.039,55.039,6.88,,378.393,378.393,,,20.64,,20.64,,,,6.88,,13.76,,2304.757,2304.757,,,110.078,110.078,96.318,96.318,,,,,61.919,61.919,55.039,55.039,6.88,,13.76,,,,6.88,,,,,,,,,,6.88,,261.435,261.435,27.519,
518,,,,,,,,,,,,,,,,,20.64,,6.88,,6.88,,,,27.519,,6.88,,,,48.159,48.159,20.64,,13.76,,,,13.76,,27.519,,,,,,1238.377,1238.377,20.64,,6.88,,34.399,34.399,,,27.519,,,,,,,,,,158.237,158.237,6.88,,6.88,
519,,,,,,,,,,,,,,,,,6.88,,13.76,,6.88,,,,6.88,,55.039,55.039,,,6.88,,13.76,,27.519,,,,13.76,,6.88,,,,,,247.675,247.675,6.88,,6.88,,6.88,,,,6.88,,,,,,,,,,6.88,,6.88,,6.88,
520,,,,,,,,,,,,,,,,,13.76,,6.88,,20.64,,,,13.76,,171.997,171.997,,,48.159,48.159,41.279,41.279,68.799,68.799,,,13.76,,68.799,68.799,,,,,61.919,61.919,6.88,,68.799,68.799,34.399,34.399,,,6.88,,,,,,,,,,13.76,,976.942,976.942,103.198,103.198
521,,,,,,,,,,,,,,,,,6.88,,6.88,,13.76,,,,6.88,,48.159,48.159,,,6.88,,13.76,,6.88,,,,6.88,,,,,,,,185.757,185.757,6.88,,34.399,34.399,6.88,,,,6.88,,,,,,,,,,13.76,,41.279,41.279,13.76,
522,,,,,,,,,,,,,,,,,55.039,55.039,6.88,,61.919,61.919,,,13.76,,6.88,,,,55.039,55.039,6.88,,6.88,,,,6.88,,,,,,,,61.919,61.919,6.88,,13.76,,48.159,48.159,,,13.76,,,,,,,,,,6.88,,736.146,736.146,6.88,
523,,,,,,,,,,,,,,,,,6.88,,13.76,,6.88,,,,13.76,,55.039,55.039,,,6.88,,6.88,,6.88,,,,20.64,,,,,,,,123.838,123.838,6.88,,6.88,,6.88,,,,13.76,,,,,,,,,,6.88,,20.64,,41.279,41.279
524,,,,,,,,,,,,,,,,,6.88,,6.88,,13.76,,,,13.76,,6.88,,,,6.88,,6.88,,6.88,,,,6.88,,,,,,,,61.919,61.919,6.88,,6.88,,6.88,,,,6.88,,,,,,,,,,405.912,405.912,6.88,,41.279,41.279
525,,,,,,,,,,,,,,,,,20.64,,13.76,,130.718,130.718,,,13.76,,13.76,,,,6.88,,206.396,206.396,6.88,,,,48.159,48.159,,,,,,,61.919,61.919,6.88,,6.88,,6.88,,,,20.64,,,,,,,,,,13.76,,832.464,832.464,6.88,
526,,,,,,,,,,,,,,,,,6.88,,6.88,,27.519,,,,6.88,,20.64,,,,13.76,,27.519,,6.88,,,,61.919,61.919,,,,,,,371.513,371.513,13.76,,6.88,,612.309,612.309,,,6.88,,,,,,,,,,13.76,,130.718,130.718,13.76,
527,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,20.64,,13.76,,,,27.519,,6.88,,6.88,,,,6.88,,,,,,,,123.838,123.838,6.88,,378.393,378.393,6.88,,,,6.88,,,,,,,,,,6.88,,41.279,41.279,34.399,34.399
528,,,,,,,,,,,,,,,,,20.64,,27.519,,6.88,,,,13.76,,20.64,,,,144.477,144.477,13.76,,82.558,82.558,,,6.88,,,,,,,,61.919,61.919,6.88,,20.64,,6.88,,,,6.88,,,,,,,,,,6.88,,6.88,,832.464,832.464
529,,,,,,,,,,,,,,,,,48.159,48.159,20.64,,13.76,,,,27.519,,6.88,,,,6.88,,41.279,41.279,20.64,,,,6.88,,,,,,,,1362.214,1362.214,41.279,41.279,6.88,,598.549,598.549,,,199.516,199.516,,,,,,,,,13.76,,34.399,34.399,20.64,
530,,,,,,,,,,,,,,,,,6.88,,13.76,,68.799,68.799,,,674.227,674.227,20.64,,,,75.679,75.679,6.88,,337.114,337.114,,,13.76,,,,,,,,61.919,61.919,6.88,,6.88,,13.76,,,,116.958,116.958,,,,,,,,,13.76,,20.64,,6.88,
531,,,,,,,,,,,,,,,,,6.88,,13.76,,55.039,55.039,,,110.078,110.078,20.64,,,,6.88,,20.64,,13.76,,,,6.88,,,,,,,,61.919,61.919,6.88,,41.279,41.279,48.159,48.159,,,6.88,,,,,,,,,,6.88,,357.753,357.753,20.64,
532,,,,,,,,,,,,,,,,,199.516,199.516,6.88,,6.88,,,,6.88,,27.519,,,,75.679,75.679,20.64,,6.88,,,,20343.779,20343.779,,,,,,,1114.539,1114.539,6.88,,34.399,34.399,48.159,48.159,,,220.156,220.156,,,,,,,,,6.88,,20.64,,399.033,399.033
533,,,,,,,,,,,,,,,,,13.76,,6.88,,75.679,75.679,,,13.76,,6.88,,,,20.64,,13.76,,20.64,,,,41.279,41.279,,,,,,,61.919,61.919,6.88,,6.88,,6.88,,,,13.76,,,,,,,,,,27.519,,6.88,,137.597,137.597
534,,,,,,,,,,,,,,,,,48.159,48.159,467.831,467.831,13.76,,,,48.159,48.159,13.76,,,,82.558,82.558,13.76,,130.718,130.718,,,48.159,48.159,,,,,,,61.919,61.919,6.88,,6.88,,13.76,,,,488.471,488.471,,,,,,,,,13.76,,6.88,,13.76,
535,,,,,,,,,,,,,,,,,27.519,,6.88,,6.88,,,,20.64,,48.159,48.159,,,27.519,,20.64,,13.76,,,,20.64,,,,,,,,61.919,61.919,13.76,,6.88,,34.399,34.399,,,75.679,75.679,,,,,,,,,3123.461,3123.461,116.958,116.958,34.399,34.399
536,,,,,,,,,,,,,,,,,6.88,,55.039,55.039,6.88,,,,6.88,,6.88,,,,13.76,,41.279,41.279,13.76,,,,13.76,,,,,,,,61.919,61.919,13.76,,116.958,116.958,48.159,48.159,,,13.76,,,,,,,,,,34.399,34.399,6.88,,6.88,
537,,,,,,,,,,,,,,,,,151.357,151.357,6.88,,6.88,,,,13.76,,6.88,,,,378.393,378.393,48.159,48.159,20.64,,,,20.64,,,,,,,,61.919,61.919,75.679,75.679,1025.101,1025.101,6.88,,,,6.88,,,,,,,,,,41.279,41.279,18444.934,18444.934,13.76,
538,,,,,,,,,,,,,,,,,137.597,137.597,13.76,,13.76,,,,6.88,,6.88,,,,20.64,,34.399,34.399,6.88,,,,6.88,,,,,,,,433.432,433.432,6.88,,89.438,89.438,6.88,,,,27.519,,,,,,,,,,96.318,96.318,20.64,,6.88,
539,,,,,,,,,,,,,,,,,137.597,137.597,6.88,,6.88,,,,55.039,55.039,41.279,41.279,,,6.88,,6.88,,6.88,,,,20.64,,,,,,,,61.919,61.919,6.88,,27.519,,55.039,55.039,,,13.76,,,,,,,,,,6.88,,27.519,,6.88,
540,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,13.76,,6.88,,,,6.88,,6.88,,48.159,48.159,,,6.88,,,,,,,,1300.296,1300.296,13.76,,6.88,,34.399,34.399,,,6.88,,,,,,,,,,6.88,,34.399,34.399,41.279,41.279
541,,,,,,,,,,,,,,,,,6.88,,13.76,,6.88,,,,13.76,,13.76,,,,1389.734,1389.734,13.76,,13.76,,,,20.64,,,,,,,,41.279,41.279,41.279,41.279,13.76,,13.76,,,,6.88,,,,,,,,,,48.159,48.159,6.88,,6.88,
542,,,,,,,,,,,,,,,,,6.88,,13.76,,2015.802,2015.802,,,20.64,,20.64,,,,41.279,41.279,13.76,,13.76,,,,75.679,75.679,,,,,,,104271.325,104271.325,6.88,,220.156,220.156,6.88,,,,6.88,,,,,,,,,,6.88,,20.64,,6.88,
543,,,,,,,,,,,,,,,,,13.76,,6.88,,6.88,,,,6.88,,13.76,,,,116.958,116.958,20.64,,460.951,460.951,,,6.88,,,,,,,,5758.452,5758.452,13.76,,13.76,,20.64,,,,20.64,,,,,,,,,,6.88,,6.88,,34.399,34.399
544,,,,,,,,,,,,,,,,,55.039,55.039,6.88,,6.88,,,,185.757,185.757,6.88,,,,13.76,,1073.26,1073.26,13.76,,,,6.88,,,,,,,,247.675,247.675,6.88,,213.276,213.276,61.919,61.919,,,6.88,,,,,,,,,,6.88,,6.88,,777.425,777.425
545,,,,,,,,,,,,,,,,,6.88,,6.88,,34.399,34.399,,,6.88,,6.88,,,,6.88,,144.477,144.477,13.76,,,,116.958,116.958,,,,,,,61.919,61.919,6.88,,13.76,,6.88,,,,34.399,34.399,,,,,,,,,6.88,,6.88,,6.88,
546,,,,,,,,,,,,,,,,,20.64,,13.76,,13.76,,,,158.237,158.237,557.27,557.27,,,6.88,,13.76,,6.88,,,,13.76,,,,,,,,20.64,,27.519,,6.88,,13.76,,,,6.88,,,,,,,,,,13.76,,6.88,,20.64,
547,,,,,,,,,,,,,,,,,6.88,,6.88,,20.64,,,,61.919,61.919,6.88,,,,2573.072,2573.072,639.828,639.828,6.88,,,,275.195,275.195,,,,,,,2290.997,2290.997,6.88,,13.76,,6.88,,,,6.88,,,,,,,,,,13.76,,6.88,,6.88,
548,,,,,,,,,,,,,,,,,110.078,110.078,6.88,,6.88,,,,6.88,,20.64,,,,6.88,,385.273,385.273,6.88,,,,467.831,467.831,,,,,,,123.838,123.838,55.039,55.039,357.753,357.753,27.519,,,,61.919,61.919,,,,,,,,,6.88,,6.88,,6.88,
549,,,,,,,,,,,,,,,,,6.88,,27.519,,6.88,,,,13.76,,110.078,110.078,,,6.88,,6.88,,27.519,,,,55.039,55.039,,,,,,,38946.95,38946.95,192.636,192.636,6.88,,6.88,,,,110.078,110.078,,,,,,,,,6.88,,6.88,,13.76,
550,,,,,,,,,,,,,,,,,20.64,,55.039,55.039,6.88,,,,6.88,,34.399,34.399,,,6.88,,171.997,171.997,6.88,,,,13.76,,,,,,,,123.838,123.838,13.76,,6.88,,6.88,,,,13.76,,,,,,,,,,6.88,,171.997,171.997,20.64,
551,,,,,,,,,,,,,,,,,440.312,440.312,13.76,,6.88,,,,13.76,,27.519,,,,178.877,178.877,20.64,,20.64,,,,27.519,,,,,,,,61.919,61.919,6.88,,6.88,,41.279,41.279,,,20.64,,,,,,,,,,6.88,,82.558,82.558,27.519,
552,,,,,,,,,,,,,,,,,20.64,,75.679,75.679,6.88,,,,27.519,,34.399,34.399,,,178.877,178.877,6.88,,6.88,,,,13.76,,,,,,,,61.919,61.919,13.76,,6.88,,13.76,,,,20.64,,,,,,,,,,6.88,,976.942,976.942,6.88,
553,,,,,,,,,,,,,,,,,6.88,,6.88,,48.159,48.159,,,13.76,,34.399,34.399,,,6.88,,13.76,,6.88,,,,27.519,,,,,,,,123.838,123.838,6.88,,6.88,,13.76,,,,20.64,,,,,,,,,,6.88,,82.558,82.558,27.519,
554,,,,,,,,,,,,,,,,,41.279,41.279,13.76,,13.76,,,,6.88,,206.396,206.396,,,27.519,,522.87,522.87,27.519,,,,34.399,34.399,,,,,,,61.919,61.919,48.159,48.159,316.474,316.474,6.88,,,,6.88,,,,,,,,,,13.76,,34.399,34.399,20.64,
555,,,,,,,,,,,,,,,,,6.88,,48.159,48.159,6.88,,,,364.633,364.633,13.76,,,,6.88,,27.519,,6.88,,,,6.88,,,,,,,,61.919,61.919,6.88,,6.88,,41.279,41.279,,,27.519,,,,,,,,,,6.88,,6.88,,165.117,165.117
556,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,34.399,34.399,6.88,,,,13.76,,6.88,,27.519,,,,13.76,,,,,,,,123.838,123.838,6.88,,41.279,41.279,6.88,,,,96.318,96.318,,,,,,,,,2174.039,2174.039,6.88,,41.279,41.279
557,,,,,,,,,,,,,,,,,130.718,130.718,6.88,,20.64,,,,660.468,660.468,6.88,,,,275.195,275.195,55.039,55.039,13.76,,,,6.88,,,,,,,,247.675,247.675,6.88,,68.799,68.799,6.88,,,,6.88,,,,,,,,,,6.88,,61.919,61.919,6.88,
558,,,,,,,,,,,,,,,,,27.519,,1534.211,1534.211,20.64,,,,13.76,,41.279,41.279,,,6.88,,13.76,,6.88,,,,6.88,,,,,,,,123.838,123.838,20.64,,20.64,,13.76,,,,6.88,,,,,,,,,,6.88,,75.679,75.679,6.88,
559,,,,,,,,,,,,,,,,,89.438,89.438,6.88,,27.519,,,,6.88,,6.88,,,,6.88,,34.399,34.399,20.64,,,,6.88,,,,,,,,804.945,804.945,6.88,,6.88,,75.679,75.679,,,6.88,,,,,,,,,,20.64,,6.88,,13.76,
560,,,,,,,,,,,,,,,,,27.519,,6.88,,48.159,48.159,,,96.318,96.318,6.88,,,,27.519,,6.88,,522.87,522.87,,,6.88,,,,,,,,61.919,61.919,6.88,,460.951,460.951,6.88,,,,27.519,,,,,,,,,,6.88,,34.399,34.399,20.64,
561,,,,,,,,,,,,,,,,,27.519,,82.558,82.558,6.88,,,,158.237,158.237,27.519,,,,6.88,,27.519,,6.88,,,,6.88,,,,,,,,371.513,371.513,6.88,,13.76,,13.76,,,,27.519,,,,,,,,,,6.88,,34.399,34.399,158.237,158.237
562,,,,,,,,,,,,,,,,,34.399,34.399,61.919,61.919,110.078,110.078,,,27.519,,13.76,,,,6.88,,13.76,,13.76,,,,61.919,61.919,,,,,,,495.351,495.351,20.64,,13.76,,6.88,,,,89.438,89.438,,,,,,,,,41.279,41.279,75.679,75.679,247.675,247.675
563,,,,,,,,,,,,,,,,,96.318,96.318,6.88,,27.519,,,,447.192,447.192,412.792,412.792,,,6.88,,13.76,,6.88,,,,27.519,,,,,,,,371.513,371.513,6.88,,41.279,41.279,13.76,,,,103.198,103.198,,,,,,,,,6.88,,6.88,,715.507,715.507
564,,,,,,,,,,,,,,,,,20.64,,48.159,48.159,6.88,,,,27.519,,6.88,,,,6.88,,6.88,,185.757,185.757,,,20.64,,,,,,,,44794.84,44794.84,144.477,144.477,275.195,275.195,6.88,,,,34.399,34.399,,,,,,,,,13.76,,89.438,89.438,6.88,
565,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,6.88,,6.88,,,,6.88,,6.88,,75.679,75.679,,,6.88,,,,,,,,309.594,309.594,6.88,,1754.367,1754.367,6.88,,,,13.76,,,,,,,,,,6.88,,13.76,,13.76,
566,,,,,,,,,,,,,,,,,48.159,48.159,13.76,,6.88,,,,13.76,,13.76,,,,82.558,82.558,27.519,,27.519,,,,288.955,288.955,,,,,,,61.919,61.919,27.519,,6.88,,233.916,233.916,,,6.88,,,,,,,,,,165.117,165.117,6.88,,103.198,103.198
567,,,,,,,,,,,,,,,,,13.76,,6.88,,6.88,,,,20.64,,20.64,,,,41.279,41.279,626.068,626.068,75.679,75.679,,,34.399,34.399,,,,,,,681.107,681.107,6.88,,82.558,82.558,13.76,,,,13.76,,,,,,,,,,41.279,41.279,55.039,55.039,6.88,
568,,,,,,,,,,,,,,,,,20.64,,6.88,,13.76,,,,13.76,,6.88,,,,13.76,,20.64,,6.88,,,,48.159,48.159,,,,,,,61.919,61.919,137.597,137.597,6.88,,6.88,,,,68.799,68.799,,,,,,,,,6.88,,6.88,,6.88,
569,,,,,,,,,,,,,,,,,6.88,,27.519,,103.198,103.198,,,110.078,110.078,6.88,,,,3536.254,3536.254,6.88,,27.519,,,,6.88,,,,,,,,61.919,61.919,130.718,130.718,13.76,,13.76,,,,110.078,110.078,,,,,,,,,6.88,,6.88,,13.76,
570,,,,,,,,,,,,,,,,,34.399,34.399,6.88,,34.399,34.399,,,61.919,61.919,13.76,,,,48.159,48.159,13.76,,68.799,68.799,,,6.88,,,,,,,,123.838,123.838,6.88,,48.159,48.159,6.88,,,,13.76,,,,,,,,,,6.88,,6.88,,6.88,
571,,,,,,,,,,,,,,,,,330.234,330.234,6.88,,6.88,,,,55.039,55.039,13.76,,,,13.76,,27.519,,6.88,,,,27.519,,,,,,,,433.432,433.432,13.76,,20.64,,6.88,,,,6.88,,,,,,,,,,6.88,,6.88,,6.88,
572,,,,,,,,,,,,,,,,,103.198,103.198,13.76,,13.76,,,,6.88,,96.318,96.318,,,233.916,233.916,27.519,,6.88,,,,6.88,,,,,,,,18637.571,18637.571,6.88,,6.88,,6.88,,,,6.88,,,,,,,,,,6.88,,13.76,,27.519,
573,,,,,,,,,,,,,,,,,6.88,,27.519,,6.88,,,,61.919,61.919,27.519,,,,6.88,,48.159,48.159,6.88,,,,6.88,,,,,,,,9604.3,9604.3,6.88,,6.88,,1045.74,1045.74,,,13.76,,,,,,,,,,6.88,,6.88,,110.078,110.078
574,,,,,,,,,,,,,,,,,20.64,,27.519,,20.64,,,,41.279,41.279,13.76,,,,6.88,,34.399,34.399,61.919,61.919,,,6.88,,,,,,,,3219.78,3219.78,27.519,,6.88,,6.88,,,,6.88,,,,,,,,,,6.88,,529.75,529.75,20.64,
575,,,,,,,,,,,,,,,,,13.76,,13.76,,75.679,75.679,,,206.396,206.396,6.88,,,,34.399,34.399,13.76,,13.76,,,,13.76,,,,,,,,123.838,123.838,13.76,,48.159,48.159,6.88,,,,20.64,,,,,,,,,,6.88,,158.237,158.237,6.88,
576,,,,,,,,,,,,,,,,,13.76,,6.88,,6.88,,,,6.88,,13.76,,,,20.64,,6.88,,447.192,447.192,,,6.88,,,,,,,,61.919,61.919,55.039,55.039,48.159,48.159,13.76,,,,116.958,116.958,,,,,,,,,48.159,48.159,103.198,103.198,6.88,
577,,,,,,,,,,,,,,,,,6.88,,20.64,,13.76,,,,82.558,82.558,295.834,295.834,,,27.519,,26274.227,26274.227,646.708,646.708,,,6.88,,,,,,,,185.757,185.757,6.88,,110.078,110.078,20.64,,,,6.88,,,,,,,,,,82.558,82.558,68.799,68.799,6.88,
578,,,,,,,,,,,,,,,,,13.76,,20.64,,6.88,,,,27.519,,6.88,,,,13.76,,130.718,130.718,660.468,660.468,,,34.399,34.399,,,,,,,61.919,61.919,302.714,302.714,27.519,,6.88,,,,27.519,,,,,,,,,,27.519,,13.76,,6.88,
579,,,,,,,,,,,,,,,,,27.519,,20.64,,6.88,,,,13.76,,144.477,144.477,,,41.279,41.279,13.76,,41.279,41.279,,,6.88,,,,,,,,61.919,61.919,6.88,,6.88,,34.399,34.399,,,1637.409,1637.409,,,,,,,,,6.88,,20.64,,13.76,
580,,,,,,,,,,,,,,,,,6.88,,96.318,96.318,6.88,,,,6.88,,68.799,68.799,,,20.64,,20.64,,282.075,282.075,,,20.64,,,,,,,,123.838,123.838,6.88,,6.88,,20.64,,,,956.302,956.302,,,,,,,,,171.997,171.997,82.558,82.558,34.399,34.399
581,,,,,,,,,,,,,,,,,34.399,34.399,6.88,,151.357,151.357,,,6.88,,27.519,,,,48.159,48.159,6.88,,13.76,,,,6.88,,,,,,,,123.838,123.838,34.399,34.399,6.88,,68.799,68.799,,,6.88,,,,,,,,,,13.76,,6.88,,13.76,
582,,,,,,,,,,,,,,,,,41.279,41.279,41.279,41.279,171.997,171.997,,,61.919,61.919,20.64,,,,6.88,,116.958,116.958,165.117,165.117,,,171.997,171.997,,,,,,,61.919,61.919,6.88,,6.88,,66019.242,66019.242,,,48.159,48.159,,,,,,,,,6.88,,1066.38,1066.38,41.279,41.279
583,,,,,,,,,,,,,,,,,6.88,,34.399,34.399,27.519,,,,20.64,,13.76,,,,268.315,268.315,13.76,,6.88,,,,20.64,,,,,,,,619.188,619.188,6.88,,144.477,144.477,6.88,,,,20.64,,,,,,,,,,6.88,,6.88,,,
584,,,,,,,,,,,,,,,,,130.718,130.718,6.88,,6.88,,,,6.88,,6.88,,,,6.88,,34.399,34.399,6.88,,,,6.88,,,,,,,,309.594,309.594,6.88,,27.519,,27.519,,,,6.88,,,,,,,,,,6.88,,27.519,,,
585,,,,,,,,,,,,,,,,,7629.777,7629.777,13.76,,20.64,,,,199.516,199.516,6.88,,,,261.435,261.435,27.519,,6.88,,,,6.88,,,,,,,,61.919,61.919,6.88,,34.399,34.399,13.76,,,,6.88,,,,,,,,,,20.64,,151.357,151.357,,
586,,,,,,,,,,,,,,,,,13.76,,6.88,,20.64,,,,6.88,,227.036,227.036,,,6.88,,20.64,,653.588,653.588,,,6.88,,,,,,,,61.919,61.919,13.76,,6.88,,20.64,,,,6.88,,,,,,,,,,6.88,,6.88,,,
587,,,,,,,,,,,,,,,,,6.88,,20.64,,6.88,,,,6.88,,233.916,233.916,,,20.64,,123.838,123.838,27.519,,,,20.64,,,,,,,,61.919,61.919,6.88,,6.88,,13.76,,,,13.76,,,,,,,,,,6.88,,20.64,,,
588,,,,,,,,,,,,,,,,,75.679,75.679,61.919,61.919,68.799,68.799,,,247.675,247.675,6.88,,,,82.558,82.558,27.519,,13.76,,,,6.88,,,,,,,,681.107,681.107,96.318,96.318,41.279,41.279,6.88,,,,6.88,,,,,,,,,,48.159,48.159,41.279,41.279,,
589,,,,,,,,,,,,,,,,,6.88,,27.519,,13.76,,,,6.88,,6.88,,,,13.76,,6.88,,6.88,,,,48.159,48.159,,,,,,,433.432,433.432,20.64,,13.76,,6.88,,,,13.76,,,,,,,,,,6.88,,6.88,,,
590,,,,,,,,,,,,,,,,,41.279,41.279,6.88,,13.76,,,,123.838,123.838,6.88,,,,41.279,41.279,6.88,,6.88,,,,6.88,,,,,,,,123.838,123.838,6.88,,13.76,,27.519,,,,6.88,,,,,,,,,,27.519,,13.76,,,
591,,,,,,,,,,,,,,,,,13.76,,6.88,,27.519,,,,41.279,41.279,13.76,,,,13.76,,2084.601,2084.601,268.315,268.315,,,61.919,61.919,,,,,,,2538.672,2538.672,27.519,,96.318,96.318,6.88,,,,412.792,412.792,,,,,,,,,103.198,103.198,6.88,,,
592,,,,,,,,,,,,,,,,,13.76,,13.76,,199.516,199.516,,,20.64,,13.76,,,,82.558,82.558,6.88,,385.273,385.273,,,55.039,55.039,,,,,,,61.919,61.919,6.88,,13.76,,27.519,,,,27.519,,,,,,,,,,6.88,,6.88,,,
593,,,,,,,,,,,,,,,,,6.88,,6.88,,13.76,,,,20.64,,55.039,55.039,,,13.76,,13.76,,41.279,41.279,,,6.88,,,,,,,,61.919,61.919,6.88,,13.76,,55.039,55.039,,,6.88,,,,,,,,,,20.64,,13.76,,,
594,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,27.519,,27.519,,,,6.88,,13.76,,20.64,,,,6.88,,,,,,,,1486.052,1486.052,13.76,,357.753,357.753,6.88,,,,27.519,,,,,,,,,,13.76,,13.76,,,
595,,,,,,,,,,,,,,,,,6.88,,13.76,,5971.728,5971.728,,,61.919,61.919,6.88,,,,55.039,55.039,41.279,41.279,6.88,,,,6.88,,,,,,,,681.107,681.107,378.393,378.393,75.679,75.679,103.198,103.198,,,20.64,,,,,,,,,,13.76,,6.88,,,
596,,,,,,,,,,,,,,,,,6.88,,48.159,48.159,6.88,,,,6.88,,6.88,,,,13.76,,6.88,,123.838,123.838,,,13.76,,,,,,,,61.919,61.919,6.88,,13.76,,20.64,,,,48.159,48.159,,,,,,,,,13.76,,6.88,,,
597,,,,,,,,,,,,,,,,,13.76,,1981.403,1981.403,82.558,82.558,,,6.88,,82.558,82.558,,,27.519,,123.838,123.838,27.519,,,,116.958,116.958,,,,,,,247.675,247.675,6.88,,6.88,,89.438,89.438,,,13.76,,,,,,,,,,6.88,,15369.632,15369.632,,
598,,,,,,,,,,,,,,,,,48.159,48.159,13.76,,13.76,,,,13.76,,13.76,,,,13.76,,6.88,,34.399,34.399,,,27.519,,,,,,,,247.675,247.675,61.919,61.919,6.88,,6.88,,,,6.88,,,,,,,,,,6.88,,6.88,,,
599,,,,,,,,,,,,,,,,,89.438,89.438,6.88,,13.76,,,,6.88,,6.88,,,,13.76,,41.279,41.279,13.76,,,,6.88,,,,,,,,1733.727,1733.727,6.88,,756.786,756.786,20.64,,,,6.88,,,,,,,,,,13.76,,6.88,,,
600,,,,,,,,,,,,,,,,,20.64,,247.675,247.675,13.76,,,,233.916,233.916,20.64,,,,6.88,,68.799,68.799,82.558,82.558,,,13.76,,,,,,,,61.919,61.919,357.753,357.753,20.64,,165.117,165.117,,,6.88,,,,,,,,,,6.88,,27.519,,,
601,,,,,,,,,,,,,,,,,151.357,151.357,55.039,55.039,15562.268,15562.268,,,6.88,,6.88,,,,13.76,,48.159,48.159,6.88,,,,27.519,,,,,,,,123.838,123.838,6.88,,6.88,,20.64,,,,6.88,,,,,,,,,,6.88,,13.76,,,
602,,,,,,,,,,,,,,,,,27.519,,6.88,,6.88,,,,302.714,302.714,13.76,,,,110.078,110.078,6.88,,6.88,,,,6.88,,,,,,,,61.919,61.919,13.76,,6.88,,6.88,,,,13.76,,,,,,,,,,13.76,,6.88,,,
603,,,,,,,,,,,,,,,,,6.88,,144.477,144.477,6.88,,,,6.88,,123.838,123.838,,,20.64,,6.88,,199.516,199.516,,,6.88,,,,,,,,743.026,743.026,6.88,,13.76,,6.88,,,,61.919,61.919,,,,,,,,,6.88,,55.039,55.039,,
604,,,,,,,,,,,,,,,,,13.76,,82.558,82.558,6.88,,,,6.88,,6.88,,,,6.88,,55.039,55.039,20.64,,,,6.88,,,,,,,,123.838,123.838,20.64,,13.76,,6.88,,,,6.88,,,,,,,,,,6.88,,20.64,,,
605,,,,,,,,,,,,,,,,,6.88,,6.88,,13.76,,,,343.994,343.994,6.88,,,,6.88,,6.88,,144.477,144.477,,,27.519,,,,,,,,495.351,495.351,6.88,,522.87,522.87,6.88,,,,6.88,,,,,,,,,,103.198,103.198,6.88,,,
606,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,6.88,,13.76,,,,13.76,,1142.059,1142.059,20.64,,,,20.64,,,,,,,,185.757,185.757,6.88,,1066.38,1066.38,6.88,,,,6.88,,,,,,,,,,6.88,,20.64,,,
